Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-eHDSIDoseForm-8.1.0.json	72119	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	60	1372	0	0	0	3	0	1
fsh-generated/resources/ValueSet-eHDSIExceptionalValue-8.1.0.json	942	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	27	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIHealthcareProfessionalRole-8.1.0.json	4980	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1400	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIHospitalDischargeReportType-8.1.0.json	699	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	595	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIIllnessandDisorder-8.1.0.json	1728130	65	0	0	1	0	0	0	53	0	0	0	0	0	0	0	0	8	0	0	1400	295821	0	0	0	81	0	5
fsh-generated/resources/ValueSet-eHDSILabCode-8.1.0.json	8125777	316	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	34	0	0	7103	9082771	0	0	0	254	0	20
fsh-generated/resources/ValueSet-eHDSILabSpecimenType-8.1.0.json	15170	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	1729	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSILabStudyType-8.1.0.json	1930	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1297	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSILabTechnique-8.1.0.json	748	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	683	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSILaboratoryReportType-8.1.0.json	713	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1264	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSILanguage-8.1.0.json	38777	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	1621	0	0	0	1	0	1
fsh-generated/resources/ValueSet-eHDSIMedicalDevice-8.1.0.json	145527	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	132	2573	0	0	0	7	0	0
fsh-generated/resources/ValueSet-eHDSIMedicalImagesType-8.1.0.json	655	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1999	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIMedicalImagingReportType-8.1.0.json	685	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1279	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIMicroorganism-8.1.0.json	184800	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	158	33922	0	0	0	8	0	1
fsh-generated/resources/ValueSet-eHDSIMorphologicAbnormality-8.1.0.json	78818	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	92	3568	0	0	0	2	0	0
fsh-generated/resources/ValueSet-eHDSIObservationCategory-8.1.0.json	790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	23	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIObservationInterpretation-8.1.0.json	4269	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	117	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIOutcomeOfPregnancy-8.1.0.json	1433	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	891	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIPackage-8.1.0.json	8145	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	190	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIPerformerFunction-8.1.0.json	1929	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	54	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIPersonalRelationship-8.1.0.json	5655	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	119	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIPregnancyInformation-8.1.0.json	1016	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1222	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIPresenceAbsence-8.1.0.json	4283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	700	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIProcedure-8.1.0.json	120764	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	102	47024	0	0	0	6	0	0
fsh-generated/resources/ValueSet-eHDSIQuantityUnit-8.1.0.json	5248	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	92	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIRareDisease-8.1.0.json	883717	29	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	4	0	0	726	5358	0	0	0	45	0	3
fsh-generated/resources/ValueSet-eHDSIReactionAllergy-8.1.0.json	6887	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	843	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIReferenceRangeAppliesTo-8.1.0.json	1046	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIReferenceRangeMeaning-8.1.0.json	1801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	31	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIResolutionOutcome-8.1.0.json	1439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1077	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIRoleClass-8.1.0.json	866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIRouteofAdministration-8.1.0.json	9004	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	156	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSISection-8.1.0.json	2597	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1216	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSISeverity-8.1.0.json	1245	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	705	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSISocialHistory-8.1.0.json	1490	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	921	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIStatusCode-8.1.0.json	1379	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	743	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSISubstance-8.1.0.json	7261318	341	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	38	0	0	5703	46930	0	0	0	310	0	16
fsh-generated/resources/ValueSet-eHDSISubstitutionCode-8.1.0.json	846	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSITelecomAddress-8.1.0.json	1773	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	31	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSITimingEvent-8.1.0.json	2220	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	39	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIUnit-8.1.0.json	93504	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	74	2968	0	0	0	4	0	0
fsh-generated/resources/ValueSet-eHDSIVaccine-8.1.0.json	30074	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	1656	0	0	0	1	0	0
/fsh-generated/includes/fsh-link-references.md	3969	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1237	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/issues.md	523	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	30	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	26848	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0
