URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://terminology.ehdsi.eu/ValueSet/eHDSIPerformerFunction,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.76",EHDSIPerformerFunction,eHDSI Performer Function,"Laboratory Performer Function",,"THO (V3)"
http://terminology.ehdsi.eu/ValueSet/eHDSIPersonalRelationship,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.38",EHDSIPersonalRelationship,eHDSI PersonalRelationship,"The Value Set is used (optionally) to code the type of contact relationship between a person and the patient.",,"THO (V3)"
http://terminology.ehdsi.eu/ValueSet/eHDSIPregnancyInformation,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.9",EHDSIPregnancyInformation,eHDSI PregnancyInformation,"The Value Set is used to determine the patient's delivery date estimation.",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSIPresenceAbsence,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.77",EHDSIPresenceAbsence,eHDSI Presence Absence,"The Value Set is used to describe presence and absence findings (qualifier values) of the Laboratory Test Results",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIProcedure,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.10",EHDSIProcedure,eHDSI Procedure,"",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIQuantityUnit,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.56",EHDSIQuantityUnit,eHDSI Quantity Unit,"The Value Set is used to describe the discrete countible entity in which a pharmaceutical product or manufactured item is presented.",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSIRareDisease,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.63",EHDSIRareDisease,eHDSI Rare Disease,"The Value Set is used to describe the problems and medication reasons.",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSIReactionAllergy,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.11",EHDSIReactionAllergy,eHDSI Reaction Allergy,"Value Set is used to encode clinical manifestation of the allergic reaction.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIReferenceRangeAppliesTo,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.75",EHDSIReferenceRangeAppliesTo,eHDSI Reference Range Applies To,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to",,"THO"
http://terminology.ehdsi.eu/ValueSet/eHDSIReferenceRangeMeaning,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.74",EHDSIReferenceRangeMeaning,eHDSI Reference Range Meaning,"This value set defines a set of codes for a reference range qualifier",,"THO"
http://terminology.ehdsi.eu/ValueSet/eHDSIResolutionOutcome,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.30",EHDSIResolutionOutcome,eHDSI Resolution Outcome,"The Value Set is used to describe the clinical status of a problem outcome.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIRoleClass,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.39",EHDSIRoleClass,eHDSI Role Class,"The Value Set is used to make the distinction between an emergency contact and the next of kin for a patient.",,"THO (V3)"
http://terminology.ehdsi.eu/ValueSet/eHDSIRouteofAdministration,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.12",EHDSIRouteofAdministration,eHDSI Route of Administration,"",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSISection,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.26",EHDSISection,eHDSI Section,"The Value Set is used for naming the sections used by the three CDA-documents",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSISeverity,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.13",EHDSISeverity,eHDSI Severity,"The Value Set is used for all Problems and Allergies in the Patient Summary to indicate the severity of the problem (or Allergy)",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSISocialHistory,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.14",EHDSISocialHistory,eHDSI Social History,"The Value Set is used to code the different elements of the patient's social history.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIStatusCode,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.15",EHDSIStatusCode,eHDSI Status Code,"The Value Set is used to code the different elements of the patient's social history.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSISubstance,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.61",EHDSISubstance,eHDSI Substance,"The Value Set is used to code the substances of medicine.",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSISubstitutionCode,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.7",EHDSISubstitutionCode,eHDSI Substitution Code,"",,"THO (V3)"
http://terminology.ehdsi.eu/ValueSet/eHDSITelecomAddress,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.40",EHDSITelecomAddress,eHDSI Telecom Address,"The Value Set is used (optionally) to code the usage of a phone number, email and all telecommunications. Can be used for all phone numbers mentioned in the three CDA-documents.",,"THO (V3)"
http://terminology.ehdsi.eu/ValueSet/eHDSITimingEvent,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.41",EHDSITimingEvent,eHDSI Timing Event,"",,"THO (V3),Other"
http://terminology.ehdsi.eu/ValueSet/eHDSIUnit,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.16",EHDSIUnit,eHDSI Unit,"",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSIVaccine,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.28",EHDSIVaccine,eHDSI Vaccine,"The Value Set is used to identify the patient's vaccinations in the Patient Summary",,"SCT,hl7.terminology.r4"
